3.65,4.24,0,4.25,4.24,0,4.25,3.65,0
3.65,4.24,0,4.25,3.65,0,3.65,3.65,0
4.25,4.24,0.48,3.65,4.24,0.48,4.25,3.65,0.48
4.25,3.65,0.48,3.65,4.24,0.48,3.65,3.65,0.48
3.65,4.24,0.48,3.65,4.24,0.78,3.65,3.65,0.48
3.65,3.65,0.48,3.65,3.65,0.78,3.65,4.24,0.78
4.25,5.84,0.48,3.65,5.84,0,3.65,5.84,0.48
4.25,5.84,0,3.65,5.84,0,4.25,5.84,0.48
4.25,5.25,0,4.25,5.84,0,4.25,5.84,0.48
4.25,5.25,0,4.25,5.84,0.48,4.25,5.25,0.48
3.65,5.25,0.48,4.25,5.25,0,4.25,5.25,0.48
3.65,5.25,0,4.25,5.25,0,3.65,5.25,0.48
3.65,5.84,0.48,3.65,5.25,0,3.65,5.25,0.48
3.65,5.84,0,3.65,5.25,0,3.65,5.84,0.48
3.65,5.84,0,4.25,5.84,0,4.25,5.25,0
3.65,5.84,0,4.25,5.25,0,3.65,5.25,0
4.25,5.84,0.48,3.65,5.84,0.48,4.25,5.25,0.48
4.25,5.25,0.48,3.65,5.84,0.48,3.65,5.25,0.48
3.65,5.84,0.48,3.65,5.84,0.78,3.65,5.25,0.48
3.65,5.25,0.48,3.65,5.25,0.78,3.65,5.84,0.78
6.85,5.84,0.48,6.25,5.84,0,6.25,5.84,0.48
6.85,5.84,0,6.25,5.84,0,6.85,5.84,0.48
6.85,5.25,0,6.85,5.84,0,6.85,5.84,0.48
6.85,5.25,0,6.85,5.84,0.48,6.85,5.25,0.48
6.25,5.25,0.48,6.85,5.25,0,6.85,5.25,0.48
6.25,5.25,0,6.85,5.25,0,6.25,5.25,0.48
6.25,5.84,0.48,6.25,5.25,0,6.25,5.25,0.48
6.25,5.84,0,6.25,5.25,0,6.25,5.84,0.48
6.25,5.84,0,6.85,5.84,0,6.85,5.25,0
6.25,5.84,0,6.85,5.25,0,6.25,5.25,0
6.85,5.84,0.48,6.25,5.84,0.48,6.85,5.25,0.48
6.85,5.25,0.48,6.25,5.84,0.48,6.25,5.25,0.48
6.85,5.84,0.48,6.85,5.84,0.78,6.85,5.25,0.48
6.85,5.25,0.48,6.85,5.25,0.78,6.85,5.84,0.78
6.85,4.24,0.48,6.25,4.24,0,6.25,4.24,0.48
6.85,4.24,0,6.25,4.24,0,6.85,4.24,0.48
6.85,3.65,0,6.85,4.24,0,6.85,4.24,0.48
6.85,3.65,0,6.85,4.24,0.48,6.85,3.65,0.48
6.25,3.65,0.48,6.85,3.65,0,6.85,3.65,0.48
6.25,3.65,0,6.85,3.65,0,6.25,3.65,0.48
6.25,4.24,0.48,6.25,3.65,0,6.25,3.65,0.48
6.25,4.24,0,6.25,3.65,0,6.25,4.24,0.48
6.25,4.24,0,6.85,4.24,0,6.85,3.65,0
6.25,4.24,0,6.85,3.65,0,6.25,3.65,0
6.85,4.24,0.48,6.25,4.24,0.48,6.85,3.65,0.48
6.85,3.65,0.48,6.25,4.24,0.48,6.25,3.65,0.48
6.85,4.24,0.48,6.85,4.24,0.78,6.85,3.65,0.48
6.85,3.65,0.48,6.85,3.65,0.78,6.85,4.24,0.78
6.85,2.64,0.48,6.25,2.64,0,6.25,2.64,0.48
6.85,2.64,0,6.25,2.64,0,6.85,2.64,0.48
6.85,2.05,0,6.85,2.64,0,6.85,2.64,0.48
6.85,2.05,0,6.85,2.64,0.48,6.85,2.05,0.48
6.25,2.05,0.48,6.85,2.05,0,6.85,2.05,0.48
6.25,2.05,0,6.85,2.05,0,6.25,2.05,0.48
6.25,2.64,0.48,6.25,2.05,0,6.25,2.05,0.48
6.25,2.64,0,6.25,2.05,0,6.25,2.64,0.48
6.25,2.64,0,6.85,2.64,0,6.85,2.05,0
6.25,2.64,0,6.85,2.05,0,6.25,2.05,0
6.85,2.64,0.48,6.25,2.64,0.48,6.85,2.05,0.48
6.85,2.05,0.48,6.25,2.64,0.48,6.25,2.05,0.48
6.85,2.64,0.48,6.85,2.64,0.78,6.85,2.05,0.48
6.85,2.05,0.48,6.85,2.05,0.78,6.85,2.64,0.78
5.55,1.5,0.48,4.95,1.5,0,4.95,1.5,0.48
5.55,1.5,0,4.95,1.5,0,5.55,1.5,0.48
5.55,0.91,0,5.55,1.5,0,5.55,1.5,0.48
5.55,0.91,0,5.55,1.5,0.48,5.55,0.91,0.48
4.95,0.91,0.48,5.55,0.91,0,5.55,0.91,0.48
4.95,0.91,0,5.55,0.91,0,4.95,0.91,0.48
4.95,1.5,0.48,4.95,0.91,0,4.95,0.91,0.48
4.95,1.5,0,4.95,0.91,0,4.95,1.5,0.48
4.95,1.5,0,5.55,1.5,0,5.55,0.91,0
4.95,1.5,0,5.55,0.91,0,4.95,0.91,0
5.55,1.5,0.48,4.95,1.5,0.48,5.55,0.91,0.48
5.55,0.91,0.48,4.95,1.5,0.48,4.95,0.91,0.48
5.55,0.91,0.48,5.55,0.91,0.78,4.95,0.91,0.48
4.95,0.91,0.48,4.95,0.91,0.78,5.55,0.91,0.78
5.55,6.99,0.48,4.95,6.99,0,4.95,6.99,0.48
5.55,6.99,0,4.95,6.99,0,5.55,6.99,0.48
5.55,6.4,0,5.55,6.99,0,5.55,6.99,0.48
5.55,6.4,0,5.55,6.99,0.48,5.55,6.4,0.48
4.95,6.4,0.48,5.55,6.4,0,5.55,6.4,0.48
4.95,6.4,0,5.55,6.4,0,4.95,6.4,0.48
4.95,6.99,0.48,4.95,6.4,0,4.95,6.4,0.48
4.95,6.99,0,4.95,6.4,0,4.95,6.99,0.48
4.95,6.99,0,5.55,6.99,0,5.55,6.4,0
4.95,6.99,0,5.55,6.4,0,4.95,6.4,0
5.55,6.99,0.48,4.95,6.99,0.48,5.55,6.4,0.48
5.55,6.4,0.48,4.95,6.99,0.48,4.95,6.4,0.48
5.55,6.99,0.48,5.55,6.59,0.78,4.95,6.99,0.48
4.95,6.99,0.48,4.95,6.59,0.78,5.55,6.59,0.78
0.45,2.45,0.48,0.05,2.45,0,0.05,2.45,0.48
0.45,2.45,0,0.05,2.45,0,0.45,2.45,0.48
0.45,2.05,0,0.45,2.45,0,0.45,2.45,0.48
0.45,2.05,0,0.45,2.45,0.48,0.45,2.05,0.48
0.05,2.05,0.48,0.45,2.05,0,0.45,2.05,0.48
0.05,2.05,0,0.45,2.05,0,0.05,2.05,0.48
0.05,2.45,0.48,0.05,2.05,0,0.05,2.05,0.48
0.05,2.45,0,0.05,2.05,0,0.05,2.45,0.48
0.05,2.45,0,0.45,2.45,0,0.45,2.05,0
0.05,2.45,0,0.45,2.05,0,0.05,2.05,0
0.45,2.45,0.48,0.05,2.45,0.48,0.45,2.05,0.48
0.45,2.05,0.48,0.05,2.45,0.48,0.05,2.05,0.48
0.05,2.45,0.48,0.05,2.45,0.78,0.05,2.05,0.48
0.05,2.05,0.48,0.05,2.05,0.78,0.05,2.45,0.78
0.45,3.25,0.48,0.05,3.25,0,0.05,3.25,0.48
0.45,3.25,0,0.05,3.25,0,0.45,3.25,0.48
0.45,2.8,0,0.45,3.25,0,0.45,3.25,0.48
0.45,2.8,0,0.45,3.25,0.48,0.45,2.8,0.48
0.05,2.8,0.48,0.45,2.8,0,0.45,2.8,0.48
0.05,2.8,0,0.45,2.8,0,0.05,2.8,0.48
0.05,3.25,0.48,0.05,2.8,0,0.05,2.8,0.48
0.05,3.25,0,0.05,2.8,0,0.05,3.25,0.48
0.05,3.25,0,0.45,3.25,0,0.45,2.8,0
0.05,3.25,0,0.45,2.8,0,0.05,2.8,0
0.45,3.25,0.48,0.05,3.25,0.48,0.45,2.8,0.48
0.45,2.8,0.48,0.05,3.25,0.48,0.05,2.8,0.48
0.05,3.25,0.48,0.05,3.25,0.78,0.05,2.8,0.48
0.05,2.8,0.48,0.05,2.8,0.78,0.05,3.25,0.78
0.45,4.05,0.48,0.05,4.05,0,0.05,4.05,0.48
0.45,4.05,0,0.05,4.05,0,0.45,4.05,0.48
0.45,3.6,0,0.45,4.05,0,0.45,4.05,0.48
0.45,3.6,0,0.45,4.05,0.48,0.45,3.6,0.48
0.05,3.6,0.48,0.45,3.6,0,0.45,3.6,0.48
0.05,3.6,0,0.45,3.6,0,0.05,3.6,0.48
0.05,4.05,0.48,0.05,3.6,0,0.05,3.6,0.48
0.05,4.05,0,0.05,3.6,0,0.05,4.05,0.48
0.05,4.05,0,0.45,4.05,0,0.45,3.6,0
0.05,4.05,0,0.45,3.6,0,0.05,3.6,0
0.45,4.05,0.48,0.05,4.05,0.48,0.45,3.6,0.48
0.45,3.6,0.48,0.05,4.05,0.48,0.05,3.6,0.48
0.05,4.05,0.48,0.05,4.05,0.78,0.05,3.6,0.48
0.05,3.6,0.48,0.05,3.6,0.78,0.05,4.05,0.78
0.45,4.85,0.48,0.05,4.85,0,0.05,4.85,0.48
0.45,4.85,0,0.05,4.85,0,0.45,4.85,0.48
0.45,4.4,0,0.45,4.85,0,0.45,4.85,0.48
0.45,4.4,0,0.45,4.85,0.48,0.45,4.4,0.48
0.05,4.4,0.48,0.45,4.4,0,0.45,4.4,0.48
0.05,4.4,0,0.45,4.4,0,0.05,4.4,0.48
0.05,4.85,0.48,0.05,4.4,0,0.05,4.4,0.48
0.05,4.85,0,0.05,4.4,0,0.05,4.85,0.48
0.05,4.85,0,0.45,4.85,0,0.45,4.4,0
0.05,4.85,0,0.45,4.4,0,0.05,4.4,0
0.45,4.85,0.48,0.05,4.85,0.48,0.45,4.4,0.48
0.45,4.4,0.48,0.05,4.85,0.48,0.05,4.4,0.48
0.05,4.85,0.48,0.05,4.85,0.78,0.05,4.4,0.48
0.05,4.4,0.48,0.05,4.4,0.78,0.05,4.85,0.78
0.45,5.65,0.48,0.05,5.65,0,0.05,5.65,0.48
0.45,5.65,0,0.05,5.65,0,0.45,5.65,0.48
0.45,5.2,0,0.45,5.65,0,0.45,5.65,0.48
0.45,5.2,0,0.45,5.65,0.48,0.45,5.2,0.48
0.05,5.2,0.48,0.45,5.2,0,0.45,5.2,0.48
0.05,5.2,0,0.45,5.2,0,0.05,5.2,0.48
0.05,5.65,0.48,0.05,5.2,0,0.05,5.2,0.48
0.05,5.65,0,0.05,5.2,0,0.05,5.65,0.48
0.05,5.65,0,0.45,5.65,0,0.45,5.2,0
0.05,5.65,0,0.45,5.2,0,0.05,5.2,0
0.45,5.65,0.48,0.05,5.65,0.48,0.45,5.2,0.48
0.45,5.2,0.48,0.05,5.65,0.48,0.05,5.2,0.48
0.05,5.65,0.48,0.05,5.65,0.78,0.05,5.2,0.48
0.05,5.2,0.48,0.05,5.2,0.78,0.05,5.65,0.78
10.45,5.65,0.48,10.05,5.65,0,10.05,5.65,0.48
10.45,5.65,0,10.05,5.65,0,10.45,5.65,0.48
10.45,5.2,0,10.45,5.65,0,10.45,5.65,0.48
10.45,5.2,0,10.45,5.65,0.48,10.45,5.2,0.48
10.05,5.2,0.48,10.45,5.2,0,10.45,5.2,0.48
10.05,5.2,0,10.45,5.2,0,10.05,5.2,0.48
10.05,5.65,0.48,10.05,5.2,0,10.05,5.2,0.48
10.05,5.65,0,10.05,5.2,0,10.05,5.65,0.48
10.05,5.65,0,10.45,5.65,0,10.45,5.2,0
10.05,5.65,0,10.45,5.2,0,10.05,5.2,0
10.45,5.65,0.48,10.05,5.65,0.48,10.45,5.2,0.48
10.45,5.2,0.48,10.05,5.65,0.48,10.05,5.2,0.48
10.45,5.65,0.48,10.45,5.65,0.78,10.45,5.2,0.48
10.45,5.2,0.48,10.45,5.2,0.78,10.45,5.65,0.78
10.45,4.85,0.48,10.05,4.85,0,10.05,4.85,0.48
10.45,4.85,0,10.05,4.85,0,10.45,4.85,0.48
10.45,4.4,0,10.45,4.85,0,10.45,4.85,0.48
10.45,4.4,0,10.45,4.85,0.48,10.45,4.4,0.48
10.05,4.4,0.48,10.45,4.4,0,10.45,4.4,0.48
10.05,4.4,0,10.45,4.4,0,10.05,4.4,0.48
10.05,4.85,0.48,10.05,4.4,0,10.05,4.4,0.48
10.05,4.85,0,10.05,4.4,0,10.05,4.85,0.48
10.05,4.85,0,10.45,4.85,0,10.45,4.4,0
10.05,4.85,0,10.45,4.4,0,10.05,4.4,0
10.45,4.85,0.48,10.05,4.85,0.48,10.45,4.4,0.48
10.45,4.4,0.48,10.05,4.85,0.48,10.05,4.4,0.48
10.45,4.85,0.48,10.45,4.85,0.78,10.45,4.4,0.48
10.45,4.4,0.48,10.45,4.4,0.78,10.45,4.85,0.78
10.45,4.05,0.48,10.05,4.05,0,10.05,4.05,0.48
10.45,4.05,0,10.05,4.05,0,10.45,4.05,0.48
10.45,3.6,0,10.45,4.05,0,10.45,4.05,0.48
10.45,3.6,0,10.45,4.05,0.48,10.45,3.6,0.48
10.05,3.6,0.48,10.45,3.6,0,10.45,3.6,0.48
10.05,3.6,0,10.45,3.6,0,10.05,3.6,0.48
10.05,4.05,0.48,10.05,3.6,0,10.05,3.6,0.48
10.05,4.05,0,10.05,3.6,0,10.05,4.05,0.48
10.05,4.05,0,10.45,4.05,0,10.45,3.6,0
10.05,4.05,0,10.45,3.6,0,10.05,3.6,0
10.45,4.05,0.48,10.05,4.05,0.48,10.45,3.6,0.48
10.45,3.6,0.48,10.05,4.05,0.48,10.05,3.6,0.48
10.45,4.05,0.48,10.45,4.05,0.78,10.45,3.6,0.48
10.45,3.6,0.48,10.45,3.6,0.78,10.45,4.05,0.78
10.45,3.25,0.48,10.05,3.25,0,10.05,3.25,0.48
10.45,3.25,0,10.05,3.25,0,10.45,3.25,0.48
10.45,2.8,0,10.45,3.25,0,10.45,3.25,0.48
10.45,2.8,0,10.45,3.25,0.48,10.45,2.8,0.48
10.05,2.8,0.48,10.45,2.8,0,10.45,2.8,0.48
10.05,2.8,0,10.45,2.8,0,10.05,2.8,0.48
10.05,3.25,0.48,10.05,2.8,0,10.05,2.8,0.48
10.05,3.25,0,10.05,2.8,0,10.05,3.25,0.48
10.05,3.25,0,10.45,3.25,0,10.45,2.8,0
10.05,3.25,0,10.45,2.8,0,10.05,2.8,0
10.45,3.25,0.48,10.05,3.25,0.48,10.45,2.8,0.48
10.45,2.8,0.48,10.05,3.25,0.48,10.05,2.8,0.48
10.45,3.25,0.48,10.45,3.25,0.78,10.45,2.8,0.48
10.45,2.8,0.48,10.45,2.8,0.78,10.45,3.25,0.78
10.45,2.45,0.48,10.05,2.45,0,10.05,2.45,0.48
10.45,2.45,0,10.05,2.45,0,10.45,2.45,0.48
10.45,2.05,0,10.45,2.45,0,10.45,2.45,0.48
10.45,2.05,0,10.45,2.45,0.48,10.45,2.05,0.48
10.05,2.05,0.48,10.45,2.05,0,10.45,2.05,0.48
10.05,2.05,0,10.45,2.05,0,10.05,2.05,0.48
10.05,2.45,0.48,10.05,2.05,0,10.05,2.05,0.48
10.05,2.45,0,10.05,2.05,0,10.05,2.45,0.48
10.05,2.45,0,10.45,2.45,0,10.45,2.05,0
10.05,2.45,0,10.45,2.05,0,10.05,2.05,0
10.45,2.45,0.48,10.05,2.45,0.48,10.45,2.05,0.48
10.45,2.05,0.48,10.05,2.45,0.48,10.05,2.05,0.48
10.45,2.45,0.48,10.45,2.45,0.78,10.45,2.05,0.48
10.45,2.05,0.48,10.45,2.05,0.78,10.45,2.45,0.78
4.25,7.78,0,4.25,7.78,1.4,4.25,7.85,1.4
4.25,7.85,0,4.25,7.78,0,4.25,7.85,1.4
6.25,7.85,0,4.25,7.85,0,4.25,7.85,1.4
6.25,7.85,0,4.25,7.85,1.4,6.25,7.85,1.4
6.25,7.85,0,6.25,7.85,1.4,6.25,7.78,1.4
6.25,7.78,0,6.25,7.85,0,6.25,7.78,1.4
4.25,7.78,0,6.25,7.78,0,6.25,7.78,1.4
4.25,7.78,0,6.25,7.78,1.4,4.25,7.78,1.4
4.25,7.78,0,4.25,7.85,0,6.25,7.85,0
4.25,7.78,0,6.25,7.85,0,6.25,7.78,0
4.25,7.85,1.4,4.25,7.78,1.4,6.25,7.85,1.4
6.25,7.85,1.4,4.25,7.78,1.4,6.25,7.78,1.4
